Unique ID,Unique Lake,sampledate,LSWT (°C)
MEX124109,MEX11845,31/03/2017,29.9
MEX124110,MEX11845,20/08/2018,27.1
MEX124111,MEX11845,12/05/2016,24.9
MEX124112,MEX11845,17/03/2015,28.9
MEX124113,MEX11845,21/07/2016,33.1
MEX124114,MEX11845,19/06/2014,24.6
MEX124115,MEX11845,24/08/2015,34.2
MEX124116,MEX11845,29/08/2014,30
MEX124117,MEX11845,09/10/2013,33.6
MEX124118,MEX11845,12/03/2015,20.9
MEX124119,MEX11845,12/03/2015,19.7
MEX124120,MEX11845,12/03/2015,19.8
MEX124121,MEX11845,01/02/2018,21.7
MEX124122,MEX11845,08/03/2018,16.7
MEX124123,MEX11845,01/11/2018,25
MEX124124,MEX11845,24/08/2017,27
MEX124125,MEX11845,14/10/2013,21.2
MEX124126,MEX11845,08/04/2014,31
MEX124127,MEX11845,15/03/2017,30
MEX124128,MEX11845,03/10/2013,31.7
MEX124129,MEX11845,09/05/2013,30.1
MEX124130,MEX11845,10/01/2018,26.1
MEX124131,MEX11845,30/06/2016,26
MEX124132,MEX11845,27/12/2012,22.1
MEX124133,MEX11845,30/06/2014,22.9
MEX124134,MEX11845,06/12/2018,22.5
MEX124135,MEX11845,09/10/2014,22.4
MEX124136,MEX11845,25/02/2014,22.3
MEX124137,MEX11845,06/06/2018,22.5
MEX124138,MEX11845,23/03/2017,28.3
MEX124139,MEX11845,31/05/2013,19.7
MEX124140,MEX11845,30/01/2013,18.7
MEX124141,MEX11845,17/03/2016,24
MEX124142,MEX11845,20/12/2018,25.4
MEX124143,MEX11845,13/02/2018,20.3
MEX124144,MEX11845,12/11/2018,22.1
MEX124145,MEX11845,18/02/2014,28.5
MEX124146,MEX11845,21/05/2018,26.7
MEX124147,MEX11845,24/01/2019,22.4
MEX124148,MEX11845,12/06/2015,34
MEX124149,MEX11845,02/07/2017,31.4
MEX124151,MEX11845,31/03/2016,30
MEX124152,MEX11845,25/10/2017,26
MEX124153,MEX11845,08/03/2018,30
MEX124154,MEX11846,28/05/2018,30.1
MEX124156,MEX11846,25/02/2016,27.7
MEX124157,MEX11846,13/06/2018,22.5
MEX124158,MEX11846,25/02/2014,22.5
MEX124159,MEX11846,21/04/2015,19.6
MEX124160,MEX11846,01/04/2013,20.4
MEX124161,MEX11846,10/02/2014,16
MEX124162,MEX11846,26/02/2019,23
MEX124163,MEX11846,01/12/2017,25
MEX124164,MEX11846,18/09/2017,35
MEX124165,MEX11846,11/10/2013,34.7
MEX124166,MEX11846,04/11/2013,27.5
MEX124167,MEX11846,15/05/2014,29.1
MEX124168,MEX11846,29/06/2015,27.2
MEX124169,MEX11846,30/06/2016,24
MEX124170,MEX11846,06/10/2014,18.9
MEX124171,MEX11846,21/03/2017,26
MEX124172,MEX11846,21/06/2018,15.4
MEX124173,MEX11846,13/10/2014,15.9
MEX124174,MEX11846,19/05/2017,29
MEX124175,MEX11846,12/03/2019,16.4
MEX124176,MEX11846,05/08/2013,29.2
MEX124177,MEX11846,28/04/2016,28
MEX124178,MEX11846,11/02/2019,23.8
MEX124179,MEX11846,06/03/2017,30
MEX124180,MEX11846,01/04/2016,28.6
MEX124181,MEX11846,28/10/2013,23.8
MEX124182,MEX11846,16/03/2016,28.9
MEX124183,MEX11846,24/10/2016,32
MEX124184,MEX11846,18/01/2018,26
MEX124185,MEX11847,22/09/2017,27
MEX124186,MEX11847,01/02/2018,24.7
MEX124187,MEX11847,07/02/2015,17.2
MEX124188,MEX11847,23/05/2018,26
MEX124189,MEX11847,30/09/2014,22.2
MEX124190,MEX11847,01/07/2014,23.1
MEX124191,MEX11848,02/05/2018,28.1
MEX124192,MEX11848,21/05/2018,21.1
MEX124193,MEX11848,03/09/2014,27
MEX124194,MEX11848,09/06/2017,24
MEX124195,MEX11848,28/10/2013,25.6
MEX124196,MEX11848,24/08/2013,22.3
MEX124199,MEX11848,18/09/2013,21.6
MEX124200,MEX11848,09/08/2018,34
MEX124201,MEX11848,05/09/2016,28.5
MEX124202,MEX11848,03/09/2014,28.4
MEX124203,MEX11848,13/07/2017,28.5
MEX124204,MEX11848,07/02/2015,7.8
MEX124205,MEX11848,21/04/2015,20.2
MEX124206,MEX11848,04/07/2014,20.1
MEX124207,MEX11848,13/09/2013,25.3
MEX124208,MEX11848,11/02/2018,21.1
MEX124209,MEX11848,24/04/2017,24
MEX124210,MEX11848,03/09/2015,26.1
MEX124211,MEX11848,28/05/2017,32.2
MEX124212,MEX11848,12/06/2015,31
MEX124213,MEX11848,18/09/2017,35
MEX124214,MEX11848,05/11/2013,26.6
MEX124215,MEX11848,19/04/2013,19.9
MEX124216,MEX11848,15/08/2018,36.8
MEX124217,MEX11848,15/05/2014,30.7
MEX124218,MEX11848,15/10/2018,24
MEX124219,MEX11848,06/02/2019,24
MEX124220,MEX11848,16/08/2016,25.1
MEX124221,MEX11848,06/06/2018,19
MEX124222,MEX11848,03/01/2013,17.1
MEX124223,MEX11849,13/08/2013,23.2
MEX124224,MEX11849,22/03/2016,18.7
MEX124225,MEX11849,17/03/2016,23
MEX124226,MEX11849,06/02/2013,27.5
MEX124227,MEX11849,26/06/2018,27
MEX124228,MEX11849,20/08/2014,23.7
MEX124229,MEX11849,28/04/2016,26
MEX124230,MEX11849,22/04/2013,30
MEX124231,MEX11849,28/02/2014,19.6
MEX124232,MEX11849,24/05/2017,28.2
MEX124233,MEX11849,10/08/2014,20
MEX124234,MEX11849,09/03/2016,17
MEX124235,MEX11849,17/09/2015,28
MEX124236,MEX11849,20/08/2015,34.7
MEX124237,MEX11849,17/03/2016,24.6
MEX124238,MEX11849,09/08/2018,36
MEX124239,MEX11849,29/06/2015,29.7
MEX124240,MEX11849,30/06/2014,22.8
MEX124241,MEX11849,29/09/2017,30
MEX124242,MEX11849,14/04/2015,21.6
MEX124243,MEX11849,07/03/2019,15.1
MEX124244,MEX11849,07/02/2015,7.2
MEX124245,MEX11849,08/03/2018,16.7
MEX124246,MEX11849,03/03/2016,15.8
MEX124247,MEX11849,11/04/2017,21.8
MEX124248,MEX11849,14/02/2019,19
MEX124249,MEX11849,20/12/2018,24.9
MEX124250,MEX11849,17/07/2018,27.7
MEX124251,MEX11849,16/10/2013,26.3
MEX124252,MEX11849,21/09/2015,26
MEX124253,MEX11849,14/09/2016,35.8
MEX124254,MEX11849,31/03/2017,29.8
MEX124255,MEX11849,23/03/2016,31.5
MEX124256,MEX11849,20/08/2015,35.8
MEX124257,MEX11849,22/03/2016,28.1
MEX124258,MEX11849,21/02/2018,17.8
MEX124259,MEX11849,07/04/2017,26.7
MEX124260,MEX11849,03/05/2018,28.9
MEX124261,MEX11849,08/08/2018,31.6
MEX124262,MEX11849,27/05/2013,26.2
MEX124263,MEX11849,14/04/2015,23.4
MEX124264,MEX11849,21/05/2013,16.5
MEX124265,MEX11849,20/05/2013,20.6
MEX124266,MEX11849,22/07/2015,25.8
MEX124267,MEX11849,11/04/2018,19.6
MEX124268,MEX11849,11/12/2018,17.5
MEX124269,MEX11849,06/02/2015,12.3
MEX124270,MEX11849,19/02/2018,27.8
MEX124271,MEX11849,17/11/2016,19.6
MEX124272,MEX11849,08/04/2014,33
MEX124273,MEX11849,18/04/2013,27.1
MEX124274,MEX11849,05/04/2013,17.21
MEX124275,MEX11849,09/08/2018,38
MEX124276,MEX11849,02/10/2013,32.7
MEX124277,MEX11849,08/08/2018,35
MEX124278,MEX11849,11/07/2013,33.6
MEX124279,MEX11849,24/02/2014,25.2
MEX124280,MEX11849,01/04/2015,18
MEX124281,MEX11849,02/05/2018,24.6
MEX124282,MEX11849,03/10/2014,25.3
MEX124283,MEX11849,31/10/2018,25.3
MEX124284,MEX11849,04/07/2017,27.3
MEX124285,MEX11849,23/05/2016,37
MEX124286,MEX11849,01/08/2014,26
MEX124287,MEX11849,02/10/2013,35.3
MEX124288,MEX11849,28/06/2016,22.1
MEX124289,MEX11849,09/05/2013,31.8
MEX124290,MEX11849,02/04/2013,34.6
MEX124291,MEX11849,26/04/2017,31
MEX124292,MEX11849,13/10/2014,20.5
MEX124293,MEX11849,12/08/2013,18.2
MEX124294,MEX11849,10/06/2013,31.2
MEX124295,MEX11849,06/11/2015,31.6
MEX124296,MEX11849,05/09/2016,33.9
MEX124297,MEX11849,21/02/2014,24.9
MEX124298,MEX11849,04/09/2016,33
MEX124299,MEX11849,18/12/2018,28
MEX124300,MEX11849,07/10/2013,27
MEX124301,MEX11849,31/10/2013,29.1
MEX124302,MEX11849,19/03/2014,24.1
MEX124303,MEX11849,31/07/2018,26
MEX124304,MEX11849,01/04/2014,33.9
MEX124305,MEX11849,07/05/2018,26.5
MEX124306,MEX11849,16/10/2014,20.5
MEX124307,MEX11849,25/09/2017,19
MEX124308,MEX11849,15/02/2014,22
MEX124309,MEX11849,09/07/2014,23.6
MEX124310,MEX11849,10/04/2014,28
MEX124311,MEX11849,04/08/2014,33
MEX124312,MEX11849,24/04/2017,26
MEX124313,MEX11849,19/06/2015,27
MEX124314,MEX11849,14/10/2015,33.2
MEX124315,MEX11849,07/02/2014,17.5
MEX124316,MEX11849,19/08/2015,41.1
MEX124317,MEX11849,08/09/2016,24
MEX124318,MEX11849,12/02/2018,32
MEX124319,MEX11849,28/02/2018,27.3
MEX124320,MEX11849,18/02/2014,23.6
MEX124321,MEX11849,30/06/2016,27
MEX124322,MEX11849,06/10/2014,17.6
MEX124323,MEX11849,14/09/2015,16.9
MEX124324,MEX11849,15/11/2018,21.5
MEX124325,MEX11849,13/03/2018,23
MEX124326,MEX11849,22/05/2013,27.9
MEX124327,MEX11849,03/01/2013,19.5
MEX124328,MEX11849,03/01/2013,20.9
MEX124329,MEX11849,11/10/2016,20.8
MEX124330,MEX11849,28/08/2017,22
MEX124331,MEX11849,17/02/2014,28
MEX124332,MEX11849,25/06/2019,26.2
MEX124333,MEX11849,12/09/2013,33.8
MEX124334,MEX11849,08/10/2013,37.2
MEX124335,MEX11849,08/10/2013,38.1
MEX124336,MEX11849,06/10/2013,29.2
MEX124337,MEX11849,25/10/2016,26
MEX124338,MEX11849,26/06/2018,25.4
MEX124339,MEX11849,18/10/2013,25.1
MEX124340,MEX11849,29/04/2016,23
MEX124341,MEX11849,30/07/2014,27
MEX124342,MEX11849,27/05/2017,32.2
MEX124343,MEX11849,30/07/2014,32.6
MEX124344,MEX11849,06/08/2018,34.8
MEX124345,MEX11849,02/09/2014,28.4
MEX124346,MEX11849,23/05/2018,24
MEX124347,MEX11849,19/11/2018,13.2
MEX124348,MEX11849,31/07/2014,19.5
MEX124349,MEX11849,09/01/2013,24.3
MEX124350,MEX11849,10/02/2017,21
MEX124351,MEX11849,27/05/2017,33.5
MEX124352,MEX11849,11/04/2013,25
MEX124353,MEX11849,19/03/2014,22.7
MEX124354,MEX11849,02/09/2016,32
MEX124355,MEX11849,31/03/2014,25.6
MEX124356,MEX11849,31/03/2014,23.5
MEX124357,MEX11849,05/08/2018,21.5
MEX124358,MEX11849,02/04/2013,32.2
MEX124359,MEX11849,27/04/2016,23.7
MEX124360,MEX11849,11/04/2014,21.1
MEX124361,MEX11849,01/10/2017,24
MEX124362,MEX11849,13/02/2018,23.8
MEX124363,MEX11849,12/02/2018,18.6
MEX124364,MEX11849,09/02/2014,27.8
MEX124365,MEX11849,31/08/2016,29
MEX124366,MEX11849,13/03/2019,27
MEX124367,MEX11849,06/04/2017,33
MEX124368,MEX11849,24/07/2018,30
MEX124369,MEX11849,03/10/2017,32
MEX124370,MEX11849,20/03/2016,21.1
MEX124371,MEX11849,17/03/2016,27.6
MEX124372,MEX11849,13/07/2017,23.4
MEX124373,MEX11849,15/08/2016,24.3
MEX124375,MEX11849,09/01/2013,23.1
MEX124376,MEX11849,20/04/2016,24
MEX124377,MEX11849,06/10/2016,32.9
MEX124378,MEX11849,01/08/2014,22
MEX124379,MEX11849,04/09/2015,35
MEX124380,MEX11849,21/02/2018,23.3
MEX124381,MEX11849,05/05/2017,28.5
MEX124382,MEX11849,09/10/2014,22.5
MEX124383,MEX11849,08/11/2018,24.4
MEX124384,MEX11849,06/08/2014,28
MEX124385,MEX11849,07/10/2016,29
MEX124386,MEX11849,08/08/2014,27
MEX124387,MEX11849,21/02/2014,21.7
MEX124388,MEX11849,05/08/2014,27
MEX124389,MEX11849,19/02/2018,25
MEX124390,MEX11849,11/06/2018,34
MEX124391,MEX11849,06/10/2015,30
MEX124392,MEX11849,11/07/2013,33.1
MEX124393,MEX11849,21/06/2018,14.7
MEX124394,MEX11849,31/10/2012,21.8
MEX124395,MEX11849,06/10/2016,20
MEX124396,MEX11849,10/07/2014,16.4
MEX124397,MEX11849,09/07/2014,21
MEX124398,MEX11849,19/12/2018,18.7
MEX124399,MEX11849,18/10/2013,26.2
MEX124400,MEX11849,08/02/2018,17
MEX124401,MEX11849,23/05/2016,31
MEX124402,MEX11849,01/08/2014,25
MEX124403,MEX11849,09/09/2015,28.6
MEX124404,MEX11849,19/04/2013,28.6
MEX124405,MEX11849,08/08/2018,31.3
MEX124406,MEX11849,03/05/2018,31
MEX124407,MEX11849,24/04/2015,25.9
MEX124408,MEX11849,09/09/2014,29
MEX124409,MEX11849,08/02/2018,22.2
MEX124410,MEX11849,27/10/2015,24.1
MEX124411,MEX11849,03/01/2013,16.7
MEX124412,MEX11849,03/01/2013,19.6
MEX124413,MEX11849,10/10/2013,33.6
MEX124414,MEX11849,18/10/2015,25.5
MEX124415,MEX11849,19/09/2017,32
MEX124416,MEX11849,21/04/2015,25.6
MEX124417,MEX11849,29/06/2015,33.1
MEX124418,MEX11849,13/03/2017,24
MEX124419,MEX11849,27/02/2018,30
MEX124420,MEX11849,10/02/2014,26.8
MEX124421,MEX11849,23/05/2018,25
MEX124422,MEX11849,03/06/2017,29
MEX124423,MEX11849,09/02/2017,19
MEX124424,MEX11849,20/02/2014,24
MEX124425,MEX11849,31/10/2018,25.2
MEX124426,MEX11849,05/04/2014,27.2
MEX124427,MEX11849,10/10/2013,32.8
MEX124428,MEX11849,18/05/2018,32.3
MEX124429,MEX11849,26/08/2015,20.1
MEX124430,MEX11849,10/07/2018,26
MEX124431,MEX11849,05/09/2017,28.3
MEX124432,MEX11849,11/10/2018,28.9
MEX124433,MEX11849,20/03/2016,20.3
MEX124434,MEX11849,08/02/2014,22.5
MEX124435,MEX11849,22/03/2017,30.1
MEX124436,MEX11849,09/02/2017,18
MEX124437,MEX11849,06/09/2016,22
MEX124438,MEX11849,29/06/2018,26.5
MEX124439,MEX11849,19/08/2014,27.4
MEX124440,MEX11849,04/07/2017,29.1
MEX124441,MEX11849,09/08/2014,28
MEX124442,MEX11849,20/09/2016,34
MEX124443,MEX11849,10/08/2016,29.9
MEX124444,MEX11849,09/10/2015,32
MEX124445,MEX11849,08/02/2014,22.3
MEX124446,MEX11849,08/02/2014,22.1
MEX124447,MEX11849,08/02/2014,22.1
MEX124448,MEX11850,25/04/2014,21
MEX124449,MEX11850,10/08/2013,21.4
MEX124450,MEX11850,05/05/2017,23.1
MEX124451,MEX11850,05/08/2014,21.9
MEX124452,MEX11850,12/08/2013,18.5
MEX124453,MEX11850,31/05/2018,25.1
MEX124454,MEX11850,01/04/2013,24.1
MEX124455,MEX11850,21/09/2013,27.9
MEX124456,MEX11850,17/07/2013,18.6
MEX124457,MEX11850,16/03/2016,23
MEX124458,MEX11850,06/05/2018,28.9
MEX124459,MEX11850,11/10/2013,32.8
MEX124460,MEX11850,23/05/2016,38.6
MEX124461,MEX11850,19/02/2016,25
MEX124462,MEX11850,18/04/2013,23.1
MEX124463,MEX11850,30/07/2014,41.8
MEX124464,MEX11850,05/08/2016,17.5
MEX124465,MEX11850,23/07/2015,30.3
MEX124466,MEX11850,11/10/2017,24.3
MEX124467,MEX11850,23/04/2018,23.4
MEX124468,MEX11850,21/06/2019,26.9
MEX124469,MEX11850,24/08/2017,21
MEX124470,MEX11850,26/06/2018,27.6
MEX124471,MEX11850,24/10/2016,25
MEX124472,MEX11850,09/10/2018,24.9
MEX124473,MEX11850,23/02/2018,20
MEX124474,MEX11850,15/10/2018,25
MEX124475,MEX11850,19/08/2013,32.3
MEX124476,MEX11850,19/04/2018,31.8
MEX124477,MEX11850,20/05/2013,21.1
MEX124478,MEX11850,10/04/2014,19.2
MEX124479,MEX11850,26/11/2018,24.6
MEX124480,MEX11850,18/07/2013,24.4
MEX124481,MEX11850,19/07/2018,30
MEX124482,MEX11850,03/07/2018,31.3
MEX124483,MEX11850,30/09/2015,33
MEX124484,MEX11850,11/04/2014,33
MEX124485,MEX11850,23/02/2014,21
MEX124486,MEX11850,28/03/2014,21.7
MEX124487,MEX11850,24/02/2014,26.4
MEX124488,MEX11850,10/08/2018,19.6
MEX124489,MEX11850,14/05/2013,17.8
MEX124491,MEX11850,09/07/2014,17.8
MEX124492,MEX11850,16/03/2016,23
MEX124493,MEX11850,16/07/2018,36.2
MEX124494,MEX11850,13/02/2014,20
MEX124495,MEX11850,17/04/2017,27
MEX124496,MEX11850,02/08/2017,32.7
MEX124497,MEX11850,09/08/2014,30
MEX124498,MEX11850,04/10/2015,33.2
MEX124499,MEX11850,09/02/2014,27.8
MEX124500,MEX11850,14/04/2015,19.8
MEX124501,MEX11850,26/03/2018,22
MEX124502,MEX11850,20/08/2015,36.8
MEX124503,MEX11850,10/05/2016,20.1
MEX124504,MEX11850,24/02/2017,16.9
MEX124505,MEX11850,15/08/2013,26.1
MEX124506,MEX11850,26/02/2017,30
MEX124507,MEX11850,16/09/2013,28.7
MEX124508,MEX11850,08/08/2014,32
MEX124509,MEX11850,10/02/2014,27
MEX124510,MEX11850,13/05/2016,27.3
MEX124511,MEX11850,02/10/2013,32
MEX124512,MEX11850,17/03/2015,30.5
MEX124513,MEX11850,31/05/2014,28.9
MEX124514,MEX11850,13/03/2019,31.4
MEX124515,MEX11850,06/10/2016,23
MEX124516,MEX11850,08/10/2013,22.8
MEX124517,MEX11850,28/02/2014,16.7
MEX124519,MEX11850,29/03/2016,32
MEX124520,MEX11850,10/10/2018,26.7
MEX124521,MEX11850,18/10/2013,32.7
MEX124522,MEX11851,19/03/2017,30
MEX124523,MEX11851,26/10/2015,29
MEX124524,MEX11851,07/11/2018,20
MEX124525,MEX11851,15/08/2016,27
MEX124526,MEX11851,13/10/2014,15.3
MEX124527,MEX11851,23/03/2016,24.5
MEX124528,MEX11851,23/05/2018,27
MEX124529,MEX11852,11/03/2019,23.9
MEX124530,MEX11852,17/02/2014,26
MEX124531,MEX11852,10/02/2017,23
MEX124532,MEX11852,07/05/2016,33
MEX124533,MEX11852,22/06/2017,26
MEX124534,MEX11852,20/04/2016,24
MEX124535,MEX11852,13/09/2017,29.1
MEX124536,MEX11852,15/08/2014,29
MEX124537,MEX11852,04/10/2015,33.7
MEX124538,MEX11852,08/08/2014,29
MEX124539,MEX11852,14/03/2017,30
MEX124540,MEX11852,08/08/2018,34
MEX124541,MEX11852,30/07/2014,32
MEX124542,MEX11852,30/07/2014,32
MEX124543,MEX11852,08/10/2013,32.1
MEX124544,MEX11852,05/08/2014,37.3
MEX124545,MEX11852,06/04/2017,29
MEX124546,MEX11852,04/06/2014,28.8
MEX124547,MEX11852,28/09/2017,17
MEX124548,MEX11852,21/09/2013,20.6
MEX124549,MEX11852,22/01/2019,20.8
MEX124550,MEX11852,04/10/2015,28.2
MEX124551,MEX11852,10/04/2013,27
MEX124552,MEX11852,31/01/2014,18.9
MEX124553,MEX11852,14/04/2015,22.3
MEX124554,MEX11852,27/05/2013,22.8
MEX124555,MEX11852,14/11/2016,21.3
MEX124556,MEX11852,17/11/2016,22.9
MEX124557,MEX11852,05/09/2016,27.6
MEX124558,MEX11852,15/11/2018,20.5
MEX124559,MEX11852,04/09/2013,24.9
MEX124560,MEX11852,17/02/2014,20.1
MEX124561,MEX11853,15/03/2019,21
MEX124562,MEX11853,20/11/2012,23
MEX124563,MEX11853,20/11/2012,23.8
MEX124564,MEX11853,10/04/2014,27
MEX124565,MEX11853,02/05/2018,31.6
MEX124566,MEX11853,15/02/2018,34.1
MEX124567,MEX11853,20/09/2016,34
MEX124568,MEX11853,16/04/2013,19.2
MEX124569,MEX11853,30/07/2014,42.3
MEX124571,MEX11854,21/02/2019,30
MEX124572,MEX11854,12/04/2013,26.8
MEX124573,MEX11854,23/02/2018,31
MEX124574,MEX11854,19/08/2015,24.3
MEX124575,MEX11854,11/10/2018,24.9
MEX124576,MEX11854,24/02/2014,31
MEX124577,MEX11854,04/06/2014,28.2
MEX124578,MEX11854,30/11/2018,22.5
MEX124579,MEX11854,25/04/2018,22.9
MEX124580,MEX11854,30/01/2018,17.2
MEX124581,MEX11854,19/06/2019,29
MEX124582,MEX11854,03/08/2015,25
MEX124583,MEX11854,16/02/2014,20
MEX124584,MEX11854,08/02/2019,21.7
MEX124585,MEX11854,11/04/2014,30
MEX124586,MEX11854,17/06/2015,35
MEX124587,MEX11854,04/08/2014,29.3
MEX124588,MEX11854,18/10/2015,27.2
MEX124589,MEX11854,09/08/2018,37
MEX124591,MEX11854,11/10/2016,26.2
MEX124592,MEX11854,18/12/2018,26.4
MEX124593,MEX11854,30/01/2019,25.1
MEX124594,MEX11854,19/11/2018,14.2
MEX124595,MEX11854,16/07/2013,23.2
MEX124596,MEX11854,07/11/2018,23.5
MEX124597,MEX11854,16/02/2016,28
MEX124598,MEX11854,16/05/2013,28.5
MEX124599,MEX11854,20/05/2013,23.3
MEX124600,MEX11854,21/03/2017,22
MEX124601,MEX11854,25/06/2019,26
MEX124602,MEX11854,01/11/2013,27.7
MEX124603,MEX11854,11/09/2015,22
MEX124604,MEX11854,08/10/2014,21.4
MEX124605,MEX11855,01/11/2018,25.3
MEX124606,MEX11855,27/07/2017,27.5
MEX124608,MEX11856,15/10/2017,28.2
MEX124609,MEX11856,12/02/2014,15.3
MEX124610,MEX11856,14/03/2017,26
MEX124611,MEX11856,28/07/2014,38
MEX124612,MEX11856,16/03/2016,31.9
MEX124613,MEX11856,30/07/2013,33.3
MEX124614,MEX11856,30/08/2017,22
MEX124616,MEX11856,05/04/2013,29.3
MEX124617,MEX11856,20/09/2013,29.6
MEX124618,MEX11856,17/02/2014,23
MEX124619,MEX11856,16/02/2014,20
MEX124620,MEX11856,16/10/2015,36
MEX124621,MEX11856,14/03/2016,17.2
MEX124622,MEX11856,25/04/2013,30.1
MEX124623,MEX11856,25/12/2012,12
MEX124624,MEX11856,14/08/2014,26
MEX124625,MEX11856,16/03/2017,31
MEX124626,MEX11856,17/11/2015,29.6
MEX124627,MEX11856,31/10/2013,26.6
MEX124628,MEX11856,04/08/2014,30
MEX124629,MEX11856,19/08/2013,27.3
MEX124630,MEX11856,10/05/2018,33.5
MEX124631,MEX11856,28/10/2015,27
MEX124632,MEX11856,10/04/2013,24.9
MEX124633,MEX11856,08/10/2014,29.2
MEX124634,MEX11856,07/08/2018,40
MEX124635,MEX11856,06/03/2019,28
MEX124636,MEX11856,06/10/2014,18.3
MEX124637,MEX11856,06/02/2014,39
MEX124638,MEX11856,21/05/2013,24.6
MEX124639,MEX11856,19/05/2017,30
MEX124640,MEX11856,16/03/2017,29
MEX124641,MEX11856,15/08/2016,27
MEX124642,MEX11856,18/07/2017,22
MEX124643,MEX11856,30/01/2019,24.8
MEX124644,MEX11856,11/10/2017,22.7
MEX124645,MEX11856,14/10/2015,16.9
MEX124646,MEX11856,27/08/2013,23.1
MEX124647,MEX11856,25/02/2016,21
MEX124648,MEX11856,17/03/2016,24
MEX124649,MEX11856,12/08/2015,21
MEX124650,MEX11856,18/12/2012,31.7
MEX124651,MEX11856,28/11/2018,13.8
MEX124652,MEX11856,18/10/2018,18
MEX124653,MEX11856,08/08/2014,26
MEX124654,MEX11856,25/06/2014,37
MEX124655,MEX11857,03/04/2013,35.4
MEX124656,MEX11857,07/10/2014,29.8
MEX124657,MEX11857,12/10/2016,17
MEX124658,MEX11857,05/04/2018,30.5
MEX124659,MEX11857,15/02/2018,22.8
MEX124660,MEX11857,23/02/2018,21.8
MEX124661,MEX11857,26/02/2017,28
MEX124662,MEX11857,11/04/2014,27
MEX124663,MEX11857,21/01/2019,22.9
MEX124664,MEX11857,12/02/2014,16
MEX124665,MEX11857,26/03/2014,32.5
MEX124666,MEX11857,13/05/2016,28
MEX124667,MEX11857,08/11/2018,24.8
MEX124668,MEX11857,05/08/2014,37.8
MEX124669,MEX11857,23/10/2018,27
MEX124670,MEX11857,20/02/2019,31.2
MEX124671,MEX11857,18/09/2014,23
MEX124672,MEX11857,25/10/2019,23.1
MEX124673,MEX11857,01/08/2014,26.1
MEX124674,MEX11857,11/10/2016,27
MEX124675,MEX11857,20/12/2018,20.2
MEX124676,MEX11857,03/09/2015,31
MEX124677,MEX11857,28/10/2019,25.6
MEX124678,MEX11857,17/04/2013,33.2
MEX124679,MEX11857,28/11/2018,28
MEX124680,MEX11857,18/01/2018,26
MEX124681,MEX11857,28/07/2016,30.6
MEX124682,MEX11857,25/09/2013,19.6
MEX124683,MEX11857,25/02/2014,20.5
MEX124684,MEX11857,10/11/2016,33.3
MEX124685,MEX11857,02/10/2015,31.4
MEX124686,MEX11857,09/09/2014,35
MEX124687,MEX11857,19/02/2019,25.3
MEX124688,MEX11857,12/02/2019,19
MEX124689,MEX11857,03/07/2018,21.7
MEX124690,MEX11857,16/10/2018,21.8
MEX124691,MEX11857,03/08/2017,31
MEX124692,MEX11857,06/02/2014,21
MEX124693,MEX11857,15/08/2018,32
MEX124694,MEX11857,26/08/2018,27.1
MEX124695,MEX11857,07/08/2013,29.5
MEX124696,MEX11857,11/05/2016,28
MEX124697,MEX11857,19/09/2017,17.4
MEX124698,MEX11857,07/02/2015,19.5
MEX124699,MEX11857,16/03/2016,27
MEX124700,MEX11857,25/06/2019,23.9
MEX124702,MEX11858,05/08/2014,30
MEX124703,MEX11858,19/01/2018,18.4
MEX124704,MEX11858,07/08/2015,29
MEX124705,MEX11858,21/02/2014,17.8
MEX124706,MEX11858,17/03/2016,26.7
MEX124707,MEX11858,11/08/2015,32.8
MEX124708,MEX11858,25/02/2016,25.2
MEX124709,MEX11858,26/10/2019,32.8
MEX124710,MEX11858,05/04/2018,20.7
MEX124711,MEX11858,20/09/2013,31.3
MEX124712,MEX11858,06/09/2016,21
MEX124713,MEX11858,30/07/2014,27
MEX124714,MEX11858,08/02/2014,28
MEX124715,MEX11858,19/04/2013,22
MEX124716,MEX11858,07/08/2018,40
MEX124717,MEX11858,22/03/2016,23.9
MEX124718,MEX11858,23/04/2014,19.7
MEX124719,MEX11858,09/04/2013,22.5
MEX124720,MEX11858,15/08/2013,25.3
MEX124721,MEX11858,27/10/2015,18.8
MEX124722,MEX11859,29/05/2013,24.4
MEX124723,MEX11859,17/10/2015,32
MEX124724,MEX11859,31/10/2013,27.8
MEX124725,MEX11859,09/10/2013,22.5
MEX124726,MEX11859,17/04/2017,25
MEX124727,MEX11859,26/06/2018,26.2
MEX124728,MEX11859,12/09/2013,24.8
MEX124729,MEX11859,06/10/2015,26.4
MEX124730,MEX11859,01/03/2014,24.6
MEX124731,MEX11859,30/07/2014,37.6
MEX124732,MEX11859,11/10/2013,24
MEX124733,MEX11859,04/09/2015,29.3
MEX124734,MEX11859,20/06/2014,27.4
MEX124735,MEX11859,02/09/2016,30
MEX124736,MEX11859,24/08/2015,29.9
MEX124737,MEX11859,20/12/2018,25.7
MEX124738,MEX11859,10/03/2014,24
MEX124739,MEX11859,15/04/2013,29.1
MEX124740,MEX11859,28/02/2014,28.3
MEX124741,MEX11859,11/04/2013,21.47
MEX124742,MEX11859,11/04/2016,28
MEX124743,MEX11859,15/08/2013,31.4
MEX124744,MEX11859,19/03/2014,26.2
MEX124745,MEX11859,31/01/2014,19.2
MEX124746,MEX11859,26/04/2018,23.8
MEX124747,MEX11859,05/02/2016,27
