Unique ID,Unique Lake,sampledate,sample year,deepth sample,Value Flags TURB,TURB (NTU)
MEX115774,MEX11101,30/01/2019,NA,0.5,NA,55.2
MEX115775,MEX11101,15/11/2018,NA,0.5,NA,71.6
MEX115776,MEX11102,15/12/2012,NA,0.5,NA,0.25
MEX115777,MEX11102,23/07/2018,NA,0.5,NA,2.5
MEX115778,MEX11102,15/09/2015,NA,0.5,NA,2.08
MEX115779,MEX11102,19/02/2015,NA,0.5,NA,6.25
MEX115780,MEX11102,21/08/2014,NA,0.5,NA,0.83
MEX115781,MEX11102,27/05/2013,NA,0.5,NA,2.58
MEX115782,MEX11102,19/02/2014,NA,0.5,NA,4.42
MEX115783,MEX11102,24/09/2013,NA,0.5,NA,0.95
MEX115784,MEX11102,23/10/2018,NA,0.5,NA,2.8
MEX115785,MEX11102,18/08/2016,NA,0.5,NA,0.92
MEX115786,MEX11102,19/01/2018,NA,0.5,NA,12
MEX115787,MEX11102,05/02/2019,NA,0.5,NA,12
MEX115788,MEX11102,24/04/2017,NA,0.5,NA,10.3
MEX115789,MEX11102,18/09/2017,NA,0.5,NA,2.34
MEX115790,MEX11102,25/02/2016,NA,0.5,NA,0.47
MEX115791,MEX11103,25/03/2015,NA,0.5,NA,24
MEX115792,MEX11103,06/10/2016,NA,0.5,NA,18
MEX115793,MEX11103,03/05/2018,NA,0.5,NA,18
MEX115794,MEX11103,15/03/2017,NA,0.5,NA,33
MEX115795,MEX11103,29/09/2017,NA,0.5,NA,12
MEX115796,MEX11103,03/08/2018,NA,0.5,NA,23
MEX115797,MEX11103,11/03/2014,NA,0.5,NA,19
MEX115798,MEX11103,14/02/2019,NA,0.5,NA,22
MEX115799,MEX11103,01/04/2016,NA,0.5,NA,17
MEX115800,MEX11103,06/12/2018,NA,0.5,NA,26
MEX115801,MEX11103,16/01/2013,NA,0.5,NA,35
MEX115802,MEX11103,01/09/2014,NA,0.5,NA,18
MEX115803,MEX11103,02/09/2015,NA,0.5,NA,30
MEX115804,MEX11103,22/04/2013,NA,0.5,NA,0.55
MEX115805,MEX11104,12/11/2016,NA,0.5,NA,60
MEX115806,MEX11104,18/10/2018,NA,0.5,NA,71.4
MEX115807,MEX11104,06/04/2018,NA,0.5,NA,14.8
MEX115808,MEX11104,18/10/2018,NA,0.5,NA,12
MEX115809,MEX11105,06/04/2018,NA,0.5,NA,12.1
MEX115810,MEX11106,06/04/2018,NA,0.5,NA,10.5
MEX115811,MEX11107,06/04/2018,NA,0.5,NA,8.6
MEX115812,MEX11107,18/10/2018,NA,0.5,NA,63.5
MEX115813,MEX11107,18/10/2018,NA,0.5,NA,8.8
MEX115814,MEX11107,28/09/2017,NA,0.5,NA,90
MEX115815,MEX11107,23/07/2018,NA,0.5,NA,22.5
MEX115816,MEX11107,23/07/2018,NA,0.5,NA,8.48
MEX115817,MEX11107,02/08/2017,NA,0.5,NA,40
MEX115818,MEX11107,23/07/2018,NA,0.5,NA,7.34
MEX115819,MEX11107,12/11/2016,NA,0.5,NA,29
MEX115820,MEX11107,02/08/2017,NA,0.5,NA,24
MEX115821,MEX11107,23/07/2018,NA,0.5,NA,9.83
MEX115822,MEX11107,18/10/2018,NA,0.5,NA,13.9
MEX115823,MEX11107,02/08/2017,NA,0.5,NA,38
MEX115824,MEX11107,13/10/2016,NA,0.5,NA,9.2
MEX115825,MEX11107,19/10/2018,NA,0.5,NA,13.3
MEX115826,MEX11107,04/12/2012,NA,0.5,NA,6.19
MEX115827,MEX11107,02/08/2017,NA,0.5,NA,17
MEX115828,MEX11107,04/12/2012,NA,0.5,NA,11
MEX115829,MEX11107,28/09/2017,NA,0.5,NA,25
MEX115830,MEX11107,19/02/2014,NA,0.5,NA,5.6
MEX115831,MEX11107,09/04/2013,NA,0.5,NA,22
MEX115832,MEX11107,09/04/2013,NA,0.5,NA,30
MEX115833,MEX11107,19/02/2014,NA,0.5,NA,4.9
MEX115834,MEX11107,17/12/2012,NA,0.5,NA,11
MEX115835,MEX11107,17/12/2012,NA,0.5,NA,23
MEX115836,MEX11107,28/09/2017,NA,0.5,NA,39
MEX115837,MEX11107,19/02/2014,NA,0.5,NA,10
MEX115838,MEX11107,19/02/2014,NA,0.5,NA,8.2
MEX115839,MEX11107,26/10/2015,NA,0.5,NA,13
MEX115840,MEX11107,28/09/2017,NA,0.5,NA,50
MEX115841,MEX11107,13/10/2016,NA,0.5,NA,9
MEX115842,MEX11107,01/08/2014,NA,0.5,NA,22
MEX115843,MEX11107,26/10/2015,NA,0.5,NA,6.3
MEX115844,MEX11107,01/08/2014,NA,0.5,NA,4.5
MEX115845,MEX11107,01/08/2014,NA,0.5,NA,8.4
MEX115846,MEX11107,22/05/2016,NA,0.5,NA,16
MEX115847,MEX11107,22/05/2016,NA,0.5,NA,5.7
MEX115848,MEX11107,26/10/2015,NA,0.5,NA,12
MEX115849,MEX11107,22/05/2016,NA,0.5,NA,7.5
MEX115850,MEX11107,22/05/2016,NA,0.5,NA,8.3
MEX115851,MEX11107,01/08/2014,NA,0.5,NA,6.4
MEX115852,MEX11107,26/10/2015,NA,0.5,NA,7
MEX115853,MEX11107,05/06/2015,NA,0.5,NA,19
MEX115854,MEX11107,05/06/2015,NA,0.5,NA,7.4
MEX115855,MEX11107,04/06/2015,NA,0.5,NA,6.8
MEX115856,MEX11108,30/09/2016,NA,0.5,NA,210
MEX115857,MEX11109,31/05/2018,NA,0.5,NA,220
MEX115858,MEX11110,31/05/2018,NA,0.5,NA,180
MEX115859,MEX11110,31/05/2018,NA,0.5,NA,190
MEX115860,MEX11110,30/09/2016,NA,0.5,NA,230
MEX115861,MEX11110,07/03/2018,NA,0.5,NA,40
MEX115862,MEX11110,07/03/2018,NA,0.5,NA,40
MEX115863,MEX11110,20/04/2017,NA,0.5,NA,150
MEX115864,MEX11110,20/04/2017,NA,0.5,NA,180
MEX115865,MEX11110,30/09/2016,NA,0.5,NA,180
MEX115866,MEX11110,20/04/2017,NA,1,NA,150
MEX115867,MEX11110,08/11/2018,NA,0.5,NA,50
MEX115868,MEX11110,08/11/2018,NA,0.5,NA,50
MEX115869,MEX11110,08/11/2018,NA,0.5,NA,55
MEX115870,MEX11110,31/03/2016,NA,0.5,NA,120
MEX115871,MEX11110,31/03/2016,NA,0.5,NA,140
MEX115872,MEX11110,14/02/2019,NA,0.5,NA,75
MEX115873,MEX11110,14/02/2019,NA,0.5,NA,100
MEX115874,MEX11111,18/03/2016,NA,0.5,NA,1.9
MEX115875,MEX11111,09/09/2016,NA,0.5,NA,7.7
MEX115876,MEX11111,30/08/2017,NA,0.5,NA,8.1
MEX115877,MEX11111,18/09/2013,NA,0.5,NA,18
MEX115878,MEX11112,18/09/2013,NA,0.5,NA,30
MEX115879,MEX11112,24/03/2017,NA,0.5,NA,7
MEX115880,MEX11112,02/08/2018,NA,0.5,NA,19
MEX115881,MEX11112,23/02/2018,NA,0.5,NA,7.9
MEX115882,MEX11112,02/09/2014,NA,0.5,NA,180
MEX115883,MEX11112,02/09/2014,NA,0.5,NA,260
MEX115884,MEX11112,11/04/2013,NA,0.5,NA,3.3
MEX115885,MEX11112,06/12/2018,NA,0.5,NA,25.7
MEX115886,MEX11112,11/04/2013,NA,0.5,NA,7.3
MEX115887,MEX11112,25/03/2014,NA,0.5,NA,90
MEX115888,MEX11112,25/03/2014,NA,0.5,NA,90
MEX115889,MEX11112,09/04/2015,NA,0.5,NA,22
MEX115890,MEX11113,26/09/2016,NA,0.5,NA,5.3
MEX115891,MEX11113,19/07/2018,NA,0.5,NA,20
MEX115892,MEX11114,19/02/2016,NA,0.5,NA,6.6
MEX115893,MEX11114,26/09/2016,NA,0.5,NA,5.2
MEX115894,MEX11115,19/07/2018,NA,0.5,NA,20
MEX115895,MEX11115,19/02/2016,NA,0.5,NA,6.5
MEX115896,MEX11115,09/10/2018,NA,0.5,NA,7.5
MEX115897,MEX11115,25/02/2018,NA,0.5,NA,18
MEX115898,MEX11115,25/02/2018,NA,0.5,NA,18
MEX115899,MEX11115,25/02/2018,NA,0.5,NA,18
MEX115900,MEX11115,03/10/2013,NA,0.5,NA,10
MEX115901,MEX11115,03/10/2013,NA,0.5,NA,8
MEX115902,MEX11115,19/02/2016,NA,0.5,NA,5.6
MEX115903,MEX11115,19/07/2018,NA,0.5,NA,21
MEX115904,MEX11115,26/02/2017,NA,0.5,NA,13
MEX115905,MEX11115,18/06/2013,NA,0.3,NA,6
MEX115906,MEX11115,09/10/2018,NA,0.5,NA,7
MEX115907,MEX11115,10/06/2019,NA,0.5,NA,11
MEX115908,MEX11115,09/10/2018,NA,0.5,NA,7.2
MEX115909,MEX11115,26/02/2017,NA,0.5,NA,14
MEX115910,MEX11115,10/06/2019,NA,0.5,NA,7.6
MEX115911,MEX11115,15/10/2015,NA,0.5,NA,5.2
MEX115912,MEX11115,26/02/2017,NA,0.5,NA,13
MEX115913,MEX11115,10/06/2019,NA,0.5,NA,7.5
MEX115914,MEX11115,22/01/2019,NA,0.5,NA,14
MEX115915,MEX11115,26/07/2017,NA,0.5,NA,12
MEX115916,MEX11115,15/10/2015,NA,0.5,NA,5.7
MEX115917,MEX11115,26/07/2017,NA,0.5,NA,11
MEX115918,MEX11115,26/07/2017,NA,0.5,NA,12
MEX115919,MEX11115,15/10/2015,NA,0.5,NA,5.2
MEX115920,MEX11115,18/06/2013,NA,0.5,NA,6
MEX115921,MEX11115,30/01/2014,NA,0.5,NA,13
MEX115922,MEX11115,03/10/2013,NA,0.5,NA,6.5
MEX115923,MEX11115,05/06/2014,NA,0.5,NA,11
MEX115924,MEX11115,30/01/2014,NA,0.5,NA,12
MEX115925,MEX11115,05/06/2014,NA,0.5,NA,14
MEX115926,MEX11115,18/06/2013,NA,1,NA,5
MEX115927,MEX11115,30/01/2014,NA,0.5,NA,14
MEX115928,MEX11115,05/06/2014,NA,0.5,NA,12
MEX115929,MEX11115,22/01/2019,NA,0.5,NA,16
MEX115930,MEX11115,22/01/2019,NA,0.5,NA,13
MEX115931,MEX11116,06/02/2019,NA,0.5,NA,15
MEX115932,MEX11117,17/12/2012,NA,0.5,NA,0.5
MEX115933,MEX11117,23/10/2018,NA,0.5,NA,12
MEX115934,MEX11117,18/02/2014,NA,0.5,NA,1.43
MEX115935,MEX11117,15/12/2012,NA,0.5,NA,0.8
MEX115936,MEX11117,24/07/2018,NA,0.5,NA,11
MEX115937,MEX11117,18/02/2014,NA,0.5,NA,1.83
MEX115938,MEX11117,06/02/2019,NA,0.5,NA,15
MEX115939,MEX11117,23/10/2018,NA,0.5,NA,10
MEX115940,MEX11117,18/09/2017,NA,0.5,NA,10.1
MEX115941,MEX11117,24/07/2018,NA,0.5,NA,12
MEX115942,MEX11117,25/04/2017,NA,0.5,NA,15.7
MEX115943,MEX11117,08/03/2013,NA,0.5,NA,10.9
MEX115944,MEX11117,23/09/2013,NA,0.5,NA,3.16
MEX115945,MEX11117,18/09/2017,NA,0.5,NA,6.38
MEX115946,MEX11117,25/04/2017,NA,0.5,NA,16.6
MEX115947,MEX11117,08/03/2013,NA,0.5,NA,10.9
MEX115948,MEX11117,22/08/2014,NA,0.5,NA,11.2
MEX115949,MEX11117,18/01/2018,NA,0.5,NA,0.7
MEX115950,MEX11117,22/08/2014,NA,0.5,NA,9.04
MEX115951,MEX11117,24/02/2016,NA,0.5,NA,15.7
MEX115952,MEX11117,24/02/2016,NA,0.5,NA,15.4
MEX115953,MEX11117,06/08/2015,NA,0.5,NA,23
MEX115954,MEX11117,18/01/2018,NA,0.5,NA,1.7
MEX115955,MEX11117,20/04/2015,NA,0.5,NA,19.6
MEX115956,MEX11117,23/09/2013,NA,0.5,NA,8.16
MEX115957,MEX11117,20/04/2015,NA,0.5,NA,8.37
MEX115958,MEX11117,06/08/2015,NA,0.5,NA,25.6
MEX115959,MEX11117,17/08/2016,NA,0.5,NA,22
MEX115960,MEX11117,17/08/2016,NA,0.5,NA,25.7
MEX115961,MEX11118,03/05/2018,NA,0.5,NA,18
MEX115962,MEX11118,06/09/2016,NA,0.5,NA,9.4
MEX115963,MEX11118,19/04/2017,NA,0.5,NA,17
MEX115964,MEX11118,06/06/2018,NA,0.5,NA,13
MEX115965,MEX11118,03/08/2017,NA,0.5,NA,5.5
MEX115966,MEX11118,13/10/2016,NA,0.5,NA,8.6
MEX115967,MEX11118,02/10/2015,NA,0.5,NA,4.1
MEX115968,MEX11118,19/04/2017,NA,0.5,NA,27
MEX115969,MEX11118,06/09/2016,NA,0.5,NA,4
MEX115970,MEX11118,12/10/2016,NA,0.5,NA,7.9
MEX115971,MEX11118,03/08/2017,NA,0.5,NA,6.7
MEX115972,MEX11118,03/05/2018,NA,0.5,NA,19
MEX115973,MEX11118,01/10/2015,NA,0.5,NA,5.4
MEX115974,MEX11118,12/10/2016,NA,0.5,NA,9.8
MEX115975,MEX11118,19/04/2017,NA,0.5,NA,24
MEX115976,MEX11118,06/09/2016,NA,0.5,NA,11
MEX115977,MEX11118,03/08/2017,NA,0.5,NA,12
MEX115978,MEX11118,01/10/2015,NA,0.5,NA,9
MEX115979,MEX11119,19/04/2017,NA,0.5,NA,75
MEX115980,MEX11119,06/06/2018,NA,0.5,NA,350
MEX115981,MEX11119,06/09/2016,NA,0.5,NA,9.2
MEX115982,MEX11119,03/08/2017,NA,0.5,NA,20
MEX115983,MEX11119,03/05/2018,NA,0.5,NA,23
MEX115984,MEX11119,04/11/2018,NA,0.5,NA,6.8
MEX115985,MEX11119,03/05/2018,NA,0.5,NA,550
MEX115986,MEX11119,04/11/2018,NA,0.5,NA,11
MEX115987,MEX11119,06/06/2018,NA,0.5,NA,31
MEX115988,MEX11119,04/11/2018,NA,0.5,NA,6.8
MEX115989,MEX11119,04/11/2018,NA,3,NA,26
MEX115990,MEX11119,06/06/2018,NA,0.5,NA,26
MEX115991,MEX11119,24/01/2019,NA,0.5,NA,32
MEX115992,MEX11119,24/01/2019,NA,0.5,NA,24
MEX115993,MEX11119,24/01/2019,NA,0.5,NA,39
MEX115994,MEX11119,24/01/2019,NA,0.5,NA,25
MEX115995,MEX11119,24/01/2019,NA,0.5,NA,26
MEX115996,MEX11119,16/08/2014,NA,0.5,NA,7.4
MEX115997,MEX11119,07/03/2014,NA,0.5,NA,16
MEX115998,MEX11119,24/01/2019,NA,0.5,NA,80
MEX115999,MEX11119,24/01/2019,NA,0.5,NA,26
MEX116000,MEX11119,16/08/2014,NA,0.5,NA,2.8
MEX116001,MEX11119,02/10/2015,NA,0.5,NA,6.2
MEX116002,MEX11119,16/08/2014,NA,0.5,NA,27
MEX116003,MEX11119,16/08/2014,NA,0.5,NA,2.2
MEX116004,MEX11119,07/03/2014,NA,0.5,NA,30
MEX116005,MEX11119,07/03/2014,NA,0.5,NA,13
MEX116006,MEX11119,07/03/2014,NA,0.5,NA,23
MEX116007,MEX11120,16/12/2018,NA,0.5,NA,37
MEX116008,MEX11120,08/02/2019,NA,0.5,NA,38
MEX116009,MEX11121,16/12/2018,NA,0.5,NA,26
MEX116010,MEX11121,08/02/2019,NA,1,NA,8.2
MEX116011,MEX11122,16/12/2018,NA,0.5,NA,40
MEX116012,MEX11123,16/12/2018,NA,0.5,NA,40
MEX116013,MEX11123,08/02/2019,NA,0.5,NA,6
MEX116014,MEX11123,24/05/2018,NA,0.5,NA,110
MEX116015,MEX11123,24/05/2018,NA,0.5,NA,60
MEX116016,MEX11123,24/05/2018,NA,0.5,NA,35
MEX116017,MEX11123,24/11/2012,NA,0.5,NA,7
MEX116018,MEX11123,06/08/2018,NA,0.5,NA,240
MEX116019,MEX11123,19/09/2017,NA,0.5,NA,5.3
MEX116020,MEX11123,15/03/2017,NA,0.5,NA,7.1
MEX116021,MEX11123,19/09/2017,NA,0.5,NA,12
MEX116022,MEX11123,15/03/2017,NA,0.5,NA,13
MEX116023,MEX11123,14/10/2013,NA,0.5,NA,75
MEX116024,MEX11123,15/03/2017,NA,0.5,NA,16
MEX116025,MEX11123,14/10/2013,NA,0.5,NA,75
MEX116026,MEX11123,15/03/2017,NA,0.5,NA,9.7
MEX116027,MEX11123,14/10/2013,NA,0.5,NA,38
MEX116028,MEX11123,19/09/2017,NA,0.5,NA,11
MEX116029,MEX11123,19/09/2017,NA,0.5,NA,13
MEX116030,MEX11123,14/10/2013,NA,0.5,NA,60
MEX116031,MEX11123,24/11/2012,NA,0.5,NA,10
MEX116032,MEX11123,06/08/2018,NA,0.5,NA,120
MEX116033,MEX11123,18/09/2016,NA,0.5,NA,11
MEX116034,MEX11123,27/08/2014,NA,0.5,NA,7.5
MEX116035,MEX11123,27/08/2014,NA,0.5,NA,7
MEX116036,MEX11123,06/08/2018,NA,0.5,NA,36
MEX116037,MEX11123,18/09/2016,NA,0.5,NA,13
MEX116038,MEX11123,18/09/2016,NA,0.5,NA,9.5
MEX116039,MEX11123,27/08/2014,NA,0.5,NA,7.3
MEX116040,MEX11123,06/06/2013,NA,0.5,NA,17.5
MEX116041,MEX11123,06/08/2018,NA,0.5,NA,34
MEX116042,MEX11123,09/04/2014,NA,0.5,NA,7.5
MEX116043,MEX11123,09/04/2014,NA,0.5,NA,8.6
MEX116044,MEX11123,06/06/2013,NA,0.5,NA,45
MEX116045,MEX11123,06/06/2013,NA,0.5,NA,37.5
MEX116046,MEX11123,24/11/2012,NA,0.5,NA,7.5
MEX116047,MEX11123,17/09/2015,NA,0.5,NA,6.4
MEX116048,MEX11123,06/06/2013,NA,0.5,NA,35
MEX116049,MEX11123,17/09/2015,NA,0.5,NA,4.5
MEX116050,MEX11123,09/04/2014,NA,0.5,NA,9
MEX116051,MEX11123,27/08/2014,NA,0.5,NA,6
MEX116052,MEX11123,13/05/2016,NA,0.5,NA,80
MEX116053,MEX11123,17/09/2015,NA,0.5,NA,6.8
MEX116054,MEX11123,17/09/2015,NA,0.5,NA,3.98
MEX116055,MEX11123,13/05/2016,NA,0.5,NA,33
MEX116056,MEX11123,13/05/2016,NA,0.5,NA,76
MEX116057,MEX11123,09/04/2014,NA,0.5,NA,9
MEX116058,MEX11124,08/12/2012,NA,0,NA,1.8
MEX116059,MEX11125,08/12/2012,NA,0.5,NA,3.5
MEX116060,MEX11125,06/02/2019,NA,0.5,NA,3.5
MEX116061,MEX11125,22/05/2015,NA,0.5,NA,0.27
MEX116062,MEX11126,06/02/2019,NA,0.5,NA,6.5
MEX116063,MEX11127,22/05/2015,NA,0.5,NA,0.29
MEX116064,MEX11128,09/12/2012,NA,0.5,NA,1.8
MEX116065,MEX11128,21/05/2015,NA,0.5,NA,0.23
MEX116066,MEX11128,22/05/2015,NA,0,NA,0.26
MEX116067,MEX11128,25/07/2018,NA,0.5,NA,2.9
MEX116068,MEX11128,29/09/2015,NA,0.5,NA,1.6
MEX116069,MEX11128,25/07/2018,NA,0.5,NA,3.1
MEX116070,MEX11129,25/07/2018,NA,0.5,NA,1.7
MEX116071,MEX11129,22/06/2014,NA,0.5,NA,1.2
MEX116072,MEX11129,06/04/2017,NA,0.5,NA,2
MEX116073,MEX11129,14/06/2014,NA,0.5,NA,1
MEX116074,MEX11129,06/04/2017,NA,0.5,NA,2.2
MEX116075,MEX11129,11/07/2013,NA,0,<,2.5
MEX116076,MEX11129,28/02/2018,NA,0.5,NA,2.1
MEX116077,MEX11129,09/12/2012,NA,0.5,NA,4
MEX116078,MEX11129,29/09/2015,NA,0.5,NA,1.6
MEX116079,MEX11129,06/09/2014,NA,0,NA,0.8
MEX116080,MEX11129,08/02/2017,NA,0.5,NA,1.4
MEX116081,MEX11129,28/02/2018,NA,0.5,NA,4.8
MEX116082,MEX11129,06/04/2017,NA,0.5,NA,1.5
MEX116083,MEX11129,28/02/2018,NA,0.5,NA,2.4
MEX116084,MEX11129,21/06/2014,NA,0,NA,1
MEX116085,MEX11129,30/06/2015,NA,0.5,NA,1.1
MEX116086,MEX11129,20/06/2014,NA,0.5,NA,3.4
MEX116087,MEX11129,05/09/2014,NA,0.5,NA,1
MEX116088,MEX11129,07/09/2014,NA,0.5,NA,1
MEX116089,MEX11129,06/09/2014,NA,0.5,NA,1
MEX116090,MEX11129,30/06/2015,NA,0,NA,4.1
MEX116091,MEX11129,30/10/2018,NA,0.5,NA,1.4
MEX116092,MEX11129,18/02/2016,NA,0.5,NA,2.6
MEX116093,MEX11129,07/09/2016,NA,0.5,NA,2.1
MEX116094,MEX11129,30/10/2018,NA,0.5,NA,1.3
MEX116095,MEX11129,07/09/2016,NA,0.5,NA,1.7
MEX116096,MEX11129,08/02/2017,NA,0.5,NA,1.6
MEX116097,MEX11129,18/02/2016,NA,0.5,NA,3.9
MEX116098,MEX11129,07/09/2016,NA,0.5,NA,2.4
MEX116099,MEX11129,08/02/2017,NA,0.5,NA,1.6
MEX116100,MEX11129,30/10/2018,NA,0.5,NA,1.7
MEX116101,MEX11129,18/02/2016,NA,0.5,NA,2.9
MEX116102,MEX11130,15/12/2012,NA,0.5,NA,0.5
MEX116103,MEX11130,06/02/2019,NA,0.5,NA,100
MEX116104,MEX11130,19/09/2017,NA,0.5,NA,18.2
MEX116105,MEX11130,18/02/2014,NA,1,NA,0.8
MEX116106,MEX11130,18/01/2018,NA,0.5,NA,7.7
MEX116107,MEX11130,25/04/2017,NA,0.5,NA,27.4
MEX116108,MEX11130,24/07/2018,NA,0.5,NA,19
MEX116109,MEX11130,24/02/2016,NA,0.5,NA,6.52
MEX116110,MEX11130,08/03/2013,NA,0.5,NA,9.13
MEX116111,MEX11130,23/09/2013,NA,0.5,NA,7.76
MEX116112,MEX11130,22/08/2014,NA,0.5,NA,20.5
MEX116113,MEX11130,23/10/2018,NA,0.5,NA,40
MEX116114,MEX11130,20/04/2015,NA,0.5,NA,47.7
MEX116115,MEX11131,31/05/2018,NA,0.5,NA,5.9
MEX116116,MEX11131,24/02/2019,NA,0.5,NA,9
MEX116117,MEX11131,18/12/2018,NA,0.5,NA,50
MEX116118,MEX11131,11/10/2013,NA,0.5,NA,29
MEX116119,MEX11131,18/09/2017,NA,0.5,NA,17
MEX116120,MEX11131,16/09/2015,NA,0.5,NA,7.9
MEX116121,MEX11131,04/09/2016,NA,0.5,NA,56
MEX116122,MEX11131,11/05/2016,NA,0.5,NA,5.5
MEX116123,MEX11131,08/04/2014,NA,0.5,NA,13
MEX116124,MEX11131,07/06/2013,NA,0.5,NA,20
MEX116125,MEX11131,20/08/2014,NA,0.5,NA,34
MEX116126,MEX11131,05/05/2015,NA,0.5,NA,8.8
MEX116127,MEX11132,18/12/2018,NA,0.5,NA,23
MEX116128,MEX11132,24/02/2019,NA,0.5,NA,9.4
MEX116129,MEX11132,31/07/2018,NA,0.5,NA,5.8
MEX116130,MEX11132,31/05/2018,NA,0.5,NA,7.3
MEX116131,MEX11132,14/03/2017,NA,0.5,NA,3.5
MEX116132,MEX11132,18/09/2017,NA,0.5,NA,21
MEX116133,MEX11132,16/09/2015,NA,0.5,NA,2.1
MEX116134,MEX11132,04/09/2016,NA,0.5,NA,12
MEX116135,MEX11132,08/04/2014,NA,0.5,NA,8.5
MEX116136,MEX11132,11/05/2016,NA,0.5,NA,3.7
MEX116137,MEX11132,20/08/2014,NA,0.5,NA,13
MEX116138,MEX11132,07/06/2013,NA,0.5,NA,6
MEX116139,MEX11132,11/10/2013,NA,0.5,NA,11
MEX116140,MEX11132,08/05/2015,NA,0.5,NA,6.5
MEX116141,MEX11133,13/11/2018,NA,0.5,NA,80
MEX116142,MEX11133,05/05/2016,NA,0.5,NA,36
MEX116143,MEX11133,22/05/2015,NA,0.5,NA,15
MEX116144,MEX11133,20/05/2018,NA,0.5,NA,75
MEX116145,MEX11133,03/04/2017,NA,0.5,NA,70
MEX116146,MEX11133,27/09/2017,NA,0.5,NA,130
MEX116147,MEX11133,11/04/2018,NA,0.5,NA,60
MEX116148,MEX11133,28/01/2019,NA,0.5,NA,90
MEX116149,MEX11133,14/11/2016,NA,0.5,NA,34
MEX116150,MEX11133,01/11/2015,NA,0.5,NA,14
MEX116151,MEX11133,17/04/2013,NA,0.5,NA,5
MEX116152,MEX11133,03/04/2014,NA,0.5,NA,45
MEX116153,MEX11133,30/07/2014,NA,0.5,NA,19
MEX116154,MEX11134,09/03/2018,NA,0.5,NA,5.8
MEX116155,MEX11134,28/04/2015,NA,0.5,NA,2
MEX116156,MEX11134,09/03/2018,NA,0.5,NA,4.7
MEX116157,MEX11134,07/06/2017,NA,0.5,NA,2.7
MEX116158,MEX11134,09/03/2017,NA,0.5,NA,2.7
MEX116159,MEX11134,09/03/2018,NA,0.5,NA,5.1
MEX116160,MEX11134,18/11/2018,NA,0.5,NA,2.1
MEX116161,MEX11134,09/03/2017,NA,0.5,NA,2.1
MEX116162,MEX11134,18/11/2018,NA,0.5,NA,1.6
MEX116163,MEX11134,24/06/2013,NA,0.5,<,2.5
MEX116164,MEX11134,09/03/2018,NA,0.5,NA,5.7
MEX116165,MEX11134,07/08/2018,NA,0.5,NA,5.4
MEX116166,MEX11134,25/06/2015,NA,0.5,NA,9.3
MEX116167,MEX11134,11/10/2017,NA,0.5,NA,2.9
MEX116168,MEX11134,25/06/2015,NA,0.5,NA,3.69
MEX116169,MEX11134,13/02/2015,NA,0.5,<,2.5
MEX116170,MEX11134,11/03/2019,NA,0.5,NA,1.6
MEX116171,MEX11134,11/03/2019,NA,0.5,NA,10
MEX116172,MEX11134,13/02/2015,NA,0.5,NA,3.75
MEX116173,MEX11134,07/08/2018,NA,0.5,NA,1.9
MEX116174,MEX11134,07/06/2017,NA,0.5,NA,2.3
MEX116175,MEX11134,07/08/2018,NA,0.5,NA,1.8
MEX116176,MEX11134,02/12/2012,NA,0.5,NA,0.81
MEX116177,MEX11134,02/12/2012,NA,0.5,<,2.5
MEX116178,MEX11134,07/08/2018,NA,0.5,NA,2.7
MEX116179,MEX11134,24/06/2013,NA,0.5,<,2.5
MEX116180,MEX11134,23/12/2012,NA,0.5,NA,1.5
MEX116181,MEX11134,23/12/2012,NA,0.5,NA,2.8
MEX116182,MEX11134,11/03/2019,NA,0.5,NA,2.5
MEX116183,MEX11134,03/04/2016,NA,0.5,NA,3.1
MEX116184,MEX11134,01/07/2014,NA,0.5,NA,6.56
MEX116185,MEX11134,01/07/2014,NA,0.5,NA,3
MEX116186,MEX11134,11/03/2019,NA,0.5,NA,1
MEX116187,MEX11134,11/03/2019,NA,0.5,NA,17.7
MEX116188,MEX11134,18/11/2018,NA,0.5,NA,1.7
MEX116189,MEX11134,13/02/2014,NA,0.5,<,2.5
MEX116190,MEX11134,13/02/2014,NA,0.5,<,2.5
MEX116191,MEX11134,28/08/2014,NA,0.5,NA,0.91
MEX116192,MEX11134,03/04/2016,NA,0.5,NA,2
MEX116193,MEX11134,22/09/2016,NA,0.5,NA,1.8
MEX116194,MEX11134,01/04/2016,NA,0.5,NA,3.1
MEX116195,MEX11134,18/11/2018,NA,0.5,NA,1.7
MEX116196,MEX11134,07/03/2017,NA,0.5,NA,14
MEX116197,MEX11134,07/06/2017,NA,0.5,NA,2.2
MEX116198,MEX11134,07/03/2017,NA,0.5,NA,1.8
MEX116199,MEX11134,11/03/2019,NA,0.5,NA,1.2
MEX116200,MEX11134,11/03/2019,NA,0.5,NA,5
MEX116201,MEX11134,08/04/2014,NA,0.5,NA,1.5
MEX116202,MEX11134,03/04/2016,NA,0.5,NA,2
MEX116203,MEX11134,22/09/2016,NA,0.5,NA,2.4
MEX116204,MEX11134,22/09/2016,NA,0.5,NA,1.7
MEX116205,MEX11134,30/07/2015,NA,0.5,NA,3.3
MEX116206,MEX11134,28/08/2014,NA,0.5,NA,3.5
MEX116207,MEX11134,26/05/2014,NA,0.5,NA,22
MEX116208,MEX11134,09/04/2013,NA,0.5,NA,1.1
MEX116209,MEX11134,23/05/2013,NA,0.5,NA,2.1
