Unique ID,Unique Lake,sampledate,sample year,deepth sample,Value Flags TURB,TURB (NTU)
UGA139035,UGA12564,21/10/2003,NA,60,NA,1
UGA139036,UGA12564,21/10/2002,NA,52,NA,1
UGA139037,UGA12564,21/10/2002,NA,32,NA,1
UGA139038,UGA12564,17/04/2003,NA,67,NA,1
UGA139039,UGA12564,23/10/2002,NA,35,NA,1
UGA139040,UGA12564,23/07/2001,NA,NA,NA,1.3
UGA139041,UGA12564,29/03/2013,NA,6,NA,1
UGA139042,UGA12564,18/10/2003,NA,4.7,NA,1
UGA139043,UGA12564,18/10/2003,NA,57.5,NA,1
UGA139044,UGA12564,18/04/2012,NA,40,NA,8.8
UGA139046,UGA12564,03/08/2001,NA,44,NA,1
UGA139047,UGA12564,04/08/2001,NA,0.5,NA,1
UGA139048,UGA12564,04/08/2001,NA,4,NA,1
UGA139049,UGA12564,20/07/2001,NA,45,NA,1
UGA139050,UGA12564,20/07/2001,NA,48,NA,2
UGA139051,UGA12564,23/07/2001,NA,45,NA,2
UGA139052,UGA12564,09/03/2004,NA,10.5,NA,1
UGA139053,UGA12564,14/10/2003,NA,40,NA,1
UGA139054,UGA12564,07/03/2003,NA,50,NA,1
UGA139055,UGA12564,07/02/2003,NA,4,NA,1
UGA139056,UGA12564,07/02/2003,NA,4.5,NA,1
UGA139057,UGA12564,07/02/2003,NA,60,NA,1
UGA139058,UGA12564,29/10/2002,NA,NA,NA,0.857142857
UGA139059,UGA12564,22/03/2003,NA,37,NA,1
UGA139060,UGA12564,12/10/2003,NA,30,NA,1
UGA139061,UGA12564,13/03/2004,NA,43,NA,1
UGA139062,UGA12564,21/10/2003,NA,40,NA,1
UGA139063,UGA12564,18/10/2011,NA,42,NA,5
UGA139064,UGA12564,18/02/2014,NA,NA,NA,14.4075
UGA139065,UGA12564,11/03/2004,NA,67,NA,1
UGA139066,UGA12564,01/08/2014,NA,NA,NA,1.632
UGA139068,UGA12564,22/10/2003,NA,42.5,NA,1
UGA139069,UGA12564,17/02/2014,NA,58,NA,1.95
UGA139070,UGA12564,07/12/2014,NA,45,NA,1.35
UGA139071,UGA12564,07/12/2014,NA,10.4,NA,1.6
UGA139072,UGA12564,07/12/2014,NA,24,NA,1.38
UGA139073,UGA12564,07/12/2014,NA,4.5,NA,1.44
UGA139074,UGA12564,07/12/2014,NA,48,NA,1.24
UGA139075,UGA12564,07/12/2014,NA,0.5,NA,2.35
UGA139076,UGA12564,29/03/2013,NA,15,NA,4
UGA139077,UGA12564,18/04/2003,NA,3,NA,1
UGA139078,UGA12564,26/03/2003,NA,60,NA,1
UGA139080,UGA12564,23/07/2001,NA,10.5,NA,3
UGA139081,UGA12564,03/08/2001,NA,46,NA,1
UGA139082,UGA12564,03/08/2001,NA,14,NA,1
UGA139083,UGA12564,20/07/2001,NA,15,NA,1
UGA139084,UGA12564,27/02/2001,NA,67,NA,1
UGA139085,UGA12564,26/09/2001,NA,0.5,NA,1
UGA139086,UGA12564,26/09/2001,NA,42.5,NA,1
UGA139087,UGA12564,23/06/2003,NA,15,NA,1
UGA139088,UGA12564,23/06/2003,NA,35,NA,1
UGA139089,UGA12564,27/03/2003,NA,55,NA,1
UGA139090,UGA12564,22/10/2003,NA,20,NA,1
UGA139091,UGA12564,11/03/2004,NA,60,NA,1
UGA139092,UGA12564,11/03/2004,NA,20,NA,1
UGA139093,UGA12564,13/05/2011,NA,30,NA,1
UGA139094,UGA12564,13/05/2011,NA,20,NA,1
UGA139095,UGA12564,13/05/2011,NA,2.5,NA,1
UGA139098,UGA12564,14/05/2011,NA,15,NA,3
UGA139106,UGA12564,14/05/2011,NA,20,NA,3
UGA139107,UGA12564,07/12/2014,NA,35,NA,1.16
UGA139108,UGA12564,27/02/2001,NA,59.5,NA,1
UGA139109,UGA12564,18/04/2003,NA,0.5,NA,1
UGA139110,UGA12564,24/03/2003,NA,45,NA,1
UGA139111,UGA12564,12/10/2003,NA,30,NA,1
UGA139112,UGA12564,14/03/2004,NA,69,NA,1
UGA139113,UGA12564,09/03/2004,NA,40,NA,1
UGA139114,UGA12564,09/03/2004,NA,51,NA,1
UGA139115,UGA12564,09/03/2004,NA,57.5,NA,1
UGA139116,UGA12564,26/03/2003,NA,50,NA,1
UGA139117,UGA12564,07/01/2016,NA,44,NA,2.9
UGA139118,UGA12564,17/02/2014,NA,1.5,NA,2.71
UGA139119,UGA12564,08/01/2016,NA,30,NA,1
UGA139120,UGA12564,07/08/2014,NA,53,NA,2.82
UGA139126,UGA12564,08/01/2016,NA,45,NA,0.9
UGA139127,UGA12564,18/04/2003,NA,6.9,NA,1
UGA139128,UGA12564,18/04/2003,NA,20,NA,1
UGA139129,UGA12564,18/10/2002,NA,37,NA,2
UGA139130,UGA12564,18/10/2002,NA,42.5,NA,2
UGA139131,UGA12564,12/10/2003,NA,0.5,NA,1
UGA139132,UGA12564,23/10/2002,NA,51,NA,1
UGA139134,UGA12564,12/10/2003,NA,50,NA,1
UGA139135,UGA12564,23/10/2002,NA,35,NA,1
UGA139136,UGA12564,23/10/2002,NA,4.5,NA,1
UGA139137,UGA12564,23/06/2003,NA,38,NA,1
UGA139138,UGA12564,14/03/2004,NA,60,NA,1
UGA139139,UGA12564,01/11/2002,NA,52,NA,1
UGA139140,UGA12564,01/11/2002,NA,42.5,NA,1
UGA139141,UGA12564,01/11/2002,NA,35,NA,1
UGA139142,UGA12564,19/10/2002,NA,25,NA,1
UGA139143,UGA12564,09/03/2004,NA,20,NA,1
UGA139144,UGA12564,10/01/2001,NA,58.5,NA,2
UGA139145,UGA12564,10/01/2001,NA,45,NA,1
UGA139146,UGA12564,20/10/2002,NA,25,NA,1
UGA139147,UGA12564,20/10/2002,NA,45,NA,1
UGA139148,UGA12564,20/10/2002,NA,10.5,NA,1
UGA139149,UGA12564,20/10/2002,NA,9.5,NA,1
UGA139152,UGA12564,22/10/2002,NA,40,NA,2
UGA139153,UGA12564,31/10/2002,NA,33,NA,1
UGA139154,UGA12564,21/10/2003,NA,10,NA,1
UGA139155,UGA12564,21/10/2003,NA,40,NA,1
UGA139156,UGA12564,13/09/2002,NA,NA,NA,1
UGA139157,UGA12564,20/10/2002,NA,25,NA,1
UGA139158,UGA12564,20/10/2002,NA,9.2,NA,2
UGA139159,UGA12564,18/04/2003,NA,50,NA,1
UGA139160,UGA12564,21/10/2003,NA,20,NA,1
UGA139161,UGA12564,20/02/2014,NA,NA,NA,2.872857143
UGA139162,UGA12564,20/02/2014,NA,NA,NA,2.872857143
UGA139163,UGA12564,10/01/2001,NA,25,NA,2
UGA139164,UGA12564,04/08/2001,NA,28,NA,1
UGA139165,UGA12564,25/02/2001,NA,8.2,NA,2
UGA139166,UGA12564,25/02/2001,NA,7.7,NA,2
UGA139167,UGA12564,15/02/2014,NA,0.5,NA,3.07
UGA139168,UGA12564,15/02/2014,NA,3.4,NA,4.7
UGA139169,UGA12564,17/02/2014,NA,27,NA,5.07
UGA139171,UGA12564,12/10/2003,NA,40,NA,1
UGA139172,UGA12564,12/09/2002,NA,30,NA,1
UGA139173,UGA12564,17/02/2014,NA,6.8,NA,1.42
UGA139174,UGA12564,17/02/2014,NA,30,NA,1.69
UGA139175,UGA12564,17/02/2014,NA,45,NA,1.06
UGA139176,UGA12564,23/07/2001,NA,0.5,NA,1
UGA139177,UGA12564,30/08/2002,NA,40,NA,1
UGA139178,UGA12564,30/08/2002,NA,47,NA,1
UGA139179,UGA12564,30/08/2002,NA,20,NA,1
UGA139180,UGA12564,01/08/2014,NA,NA,NA,1.967777778
UGA139181,UGA12564,29/03/2013,NA,35,NA,1.22
UGA139182,UGA12564,29/03/2013,NA,55,NA,1.07
UGA139183,UGA12564,29/03/2013,NA,65,NA,2.96
UGA139184,UGA12564,29/03/2013,NA,70,NA,1.09
UGA139185,UGA12564,29/03/2013,NA,45,NA,1.16
UGA139186,UGA12564,29/03/2013,NA,11.5,NA,1.76
UGA139187,UGA12564,29/03/2013,NA,5,NA,2.36
UGA139188,UGA12564,29/03/2013,NA,0.5,NA,5.03
UGA139189,UGA12564,29/03/2013,NA,26.5,NA,1.06
UGA139191,UGA12564,14/03/2004,NA,30,NA,1
UGA139192,UGA12564,21/10/2003,NA,30,NA,1
UGA139193,UGA12564,21/10/2003,NA,57,NA,1
UGA139194,UGA12564,21/10/2003,NA,69.5,NA,1
UGA139195,UGA12564,10/03/2004,NA,0.5,NA,1
UGA139196,UGA12564,18/10/2003,NA,0.5,NA,1
UGA139197,UGA12564,18/10/2003,NA,50,NA,1
UGA139198,UGA12564,08/01/2016,NA,NA,NA,1.67
UGA139200,UGA12564,30/08/2002,NA,39,NA,1
UGA139203,UGA12564,22/08/2013,NA,NA,NA,1.333333333
UGA139204,UGA12564,01/08/2014,NA,NA,NA,2.218
UGA139205,UGA12564,22/03/2003,NA,13,NA,1
UGA139206,UGA12564,09/03/2004,NA,0.5,NA,1
UGA139207,UGA12564,23/10/2002,NA,NA,NA,0.5
UGA139208,UGA12564,20/07/2001,NA,NA,NA,1.5
UGA139209,UGA12564,19/10/2011,NA,3.7,NA,1
UGA139210,UGA12564,19/10/2011,NA,0.5,NA,2
UGA139211,UGA12564,07/08/2014,NA,10,NA,1.57
UGA139212,UGA12564,07/08/2014,NA,4.6,NA,2.87
UGA139213,UGA12564,07/08/2014,NA,25,NA,1.17
UGA139214,UGA12564,07/08/2014,NA,0.5,NA,2.66
UGA139215,UGA12564,27/02/2001,NA,59,NA,1
UGA139216,UGA12564,30/08/2002,NA,30,NA,1
UGA139217,UGA12564,27/05/2001,NA,40,NA,1
UGA139219,UGA12564,23/07/2001,NA,3,NA,3
UGA139220,UGA12564,25/05/2001,NA,43.5,NA,1
UGA139221,UGA12564,27/02/2001,NA,67.5,NA,1
UGA139222,UGA12564,11/03/2004,NA,40,NA,1
UGA139223,UGA12564,05/07/2006,NA,0.5,NA,4
UGA139224,UGA12564,23/06/2003,NA,8.3,NA,2
UGA139225,UGA12564,10/03/2004,NA,20,NA,1
UGA139226,UGA12564,24/03/2003,NA,58.5,NA,1
UGA139227,UGA12564,09/03/2004,NA,30,NA,1
UGA139228,UGA12564,27/03/2003,NA,35,NA,1
UGA139229,UGA12564,11/03/2004,NA,66.5,NA,1
UGA139230,UGA12564,07/02/2003,NA,50,NA,1
UGA139231,UGA12564,07/02/2003,NA,20,NA,1
UGA139232,UGA12564,07/02/2003,NA,30,NA,1
UGA139233,UGA12564,07/02/2003,NA,20,NA,1
UGA139234,UGA12564,07/02/2003,NA,60,NA,1
UGA139235,UGA12564,07/02/2003,NA,69,NA,1
UGA139236,UGA12564,07/02/2003,NA,0.5,NA,1
UGA139237,UGA12564,07/02/2003,NA,30,NA,1
UGA139238,UGA12564,07/02/2003,NA,20,NA,1
UGA139239,UGA12564,07/02/2003,NA,0.5,NA,1
UGA139240,UGA12564,10/01/2001,NA,58,NA,2
UGA139241,UGA12564,18/02/2014,NA,1.2,NA,4.42
UGA139244,UGA12564,08/01/2016,NA,60,NA,5.8
UGA139245,UGA12564,30/08/2002,NA,15,NA,1
UGA139246,UGA12564,30/08/2002,NA,30,NA,1
UGA139247,UGA12564,22/08/2013,NA,NA,NA,1.2
UGA139248,UGA12564,26/03/2003,NA,30,NA,1
UGA139249,UGA12564,22/03/2003,NA,23,NA,1
UGA139250,UGA12564,12/10/2003,NA,20,NA,1
UGA139251,UGA12564,10/03/2004,NA,4,NA,1
UGA139252,UGA12564,24/03/2003,NA,57,NA,1
UGA139253,UGA12564,13/03/2004,NA,20,NA,1
UGA139254,UGA12564,12/10/2003,NA,11.5,NA,1
UGA139255,UGA12564,12/10/2003,NA,NA,NA,1.25
UGA139256,UGA12564,12/10/2003,NA,26,NA,2
UGA139257,UGA12564,12/10/2003,NA,52,NA,1
UGA139258,UGA12564,10/03/2004,NA,50,NA,1
UGA139259,UGA12564,13/03/2004,NA,9,NA,1
UGA139260,UGA12564,04/08/2001,NA,0.5,NA,1
UGA139261,UGA12564,03/08/2001,NA,9,NA,1
UGA139262,UGA12564,04/08/2001,NA,58,NA,1
UGA139263,UGA12564,20/07/2001,NA,44.5,NA,1
UGA139264,UGA12564,21/05/2001,NA,50,NA,2
UGA139265,UGA12564,21/05/2001,NA,51,NA,1
UGA139267,UGA12564,30/08/2002,NA,9.2,NA,1
UGA139268,UGA12564,12/10/2003,NA,10.5,NA,2
UGA139269,UGA12564,19/09/2000,NA,NA,NA,9.925
UGA139270,UGA12564,21/06/2002,NA,41,NA,1
UGA139271,UGA12564,21/03/2005,NA,40,NA,1
UGA139273,UGA12564,20/10/2002,NA,NA,NA,2
UGA139274,UGA12564,20/10/2002,NA,NA,NA,1
UGA139275,UGA12564,20/10/2002,NA,NA,NA,1
UGA139276,UGA12564,01/11/2002,NA,3,NA,1
UGA139277,UGA12564,19/10/2002,NA,59,NA,1
UGA139278,UGA12564,10/01/2001,NA,15,NA,1
UGA139279,UGA12564,20/10/2002,NA,15,NA,1
UGA139280,UGA12564,20/10/2002,NA,0.5,NA,1
UGA139281,UGA12564,20/10/2002,NA,56.5,NA,1
UGA139282,UGA12564,18/04/2003,NA,40,NA,1
UGA139284,UGA12564,22/10/2002,NA,0.5,NA,1
UGA139285,UGA12564,22/10/2002,NA,27,NA,1
UGA139286,UGA12564,31/10/2002,NA,43,NA,1
UGA139287,UGA12564,31/10/2002,NA,15,NA,1
UGA139288,UGA12564,22/06/2002,NA,54.5,NA,1
UGA139289,UGA12564,20/10/2002,NA,0.5,NA,1
UGA139290,UGA12564,20/10/2002,NA,15,NA,1
UGA139291,UGA12564,17/04/2003,NA,50,NA,1
UGA139292,UGA12564,30/08/2002,NA,NA,NA,1
UGA139293,UGA12564,23/06/2003,NA,NA,NA,3.75
UGA139294,UGA12564,14/03/2004,NA,40,NA,1
UGA139295,UGA12564,09/03/2004,NA,4.5,NA,1
UGA139296,UGA12564,13/03/2004,NA,40,NA,1
UGA139297,UGA12564,13/03/2004,NA,4,NA,1
UGA139298,UGA12564,05/08/2014,NA,0.5,NA,3.28
UGA139299,UGA12564,18/10/2011,NA,20,NA,2
UGA139300,UGA12564,08/01/2016,NA,20,NA,1.2
UGA139301,UGA12564,08/01/2016,NA,45,NA,1.6
UGA139302,UGA12564,08/01/2016,NA,54,NA,1.3
UGA139303,UGA12564,12/08/2014,NA,35,NA,1.88
UGA139304,UGA12564,17/02/2014,NA,2.95,NA,1.34
UGA139305,UGA12564,17/02/2014,NA,15,NA,1.63
UGA139306,UGA12564,08/01/2016,NA,0.5,NA,1.6
UGA139307,UGA12564,22/01/2001,NA,32,NA,1
UGA139308,UGA12564,07/12/2014,NA,35,NA,2.67
UGA139309,UGA12564,07/12/2014,NA,55,NA,2.471
UGA139310,UGA12564,07/12/2014,NA,10.4,NA,1.74
UGA139311,UGA12564,07/12/2014,NA,0.5,NA,2.46
UGA139312,UGA12564,07/12/2014,NA,4.5,NA,1.83
UGA139313,UGA12564,26/08/2013,NA,NA,NA,1.366666667
UGA139314,UGA12564,08/10/2002,NA,NA,NA,0.5
UGA139315,UGA12564,01/08/2014,NA,NA,NA,2.048888889
UGA139316,UGA12564,16/05/2011,NA,NA,NA,3
UGA139317,UGA12564,26/08/2013,NA,NA,NA,2.033333333
UGA139318,UGA12564,03/03/2004,NA,42,NA,1
UGA139319,UGA12564,04/08/2001,NA,4,NA,1
UGA139320,UGA12564,12/10/2003,NA,NA,NA,1
UGA139322,UGA12564,14/05/2011,NA,7,NA,3
UGA139323,UGA12564,14/05/2011,NA,20,NA,3
UGA139324,UGA12564,14/05/2011,NA,30,NA,3
UGA139325,UGA12564,14/05/2011,NA,40,NA,3
UGA139327,UGA12564,12/08/2014,NA,19,NA,1.74
UGA139328,UGA12564,12/08/2014,NA,43.5,NA,1.45
UGA139329,UGA12564,30/08/2002,NA,8.1,NA,1
UGA139330,UGA12564,07/12/2014,NA,65,NA,1.99
UGA139331,UGA12564,07/12/2014,NA,68,NA,1.63
UGA139332,UGA12564,07/12/2014,NA,45,NA,2.2
UGA139333,UGA12564,07/12/2014,NA,24,NA,1.45
UGA139334,UGA12564,04/08/2001,NA,50,NA,1
UGA139335,UGA12564,04/08/2001,NA,60,NA,1
UGA139337,UGA12564,20/07/2001,NA,44,NA,1
UGA139338,UGA12564,20/07/2001,NA,5,NA,2
UGA139339,UGA12564,20/07/2001,NA,51.5,NA,2
UGA139340,UGA12564,21/05/2001,NA,45,NA,1
UGA139341,UGA12564,27/07/2001,NA,58,NA,1
UGA139342,UGA12564,27/07/2001,NA,NA,NA,2
UGA139343,UGA12564,09/03/2004,NA,41,NA,1
UGA139344,UGA12564,12/10/2003,NA,40,NA,1
UGA139345,UGA12564,23/03/2005,NA,49.5,NA,1
UGA139346,UGA12564,21/06/2002,NA,40,NA,1
UGA139347,UGA12564,18/10/2003,NA,40,NA,1
UGA139348,UGA12564,11/03/2004,NA,50,NA,1
UGA139349,UGA12564,11/03/2004,NA,40,NA,1
UGA139350,UGA12564,26/03/2003,NA,40,NA,1
UGA139351,UGA12564,21/10/2003,NA,30,NA,1
UGA139352,UGA12564,21/10/2003,NA,3,NA,1
UGA139353,UGA12564,30/08/2002,NA,NA,NA,1
UGA139354,UGA12564,29/08/2002,NA,49,NA,1
UGA139355,UGA12564,12/08/2014,NA,3.6,NA,6.67
UGA139356,UGA12564,12/08/2014,NA,0.5,NA,1.64
UGA139357,UGA12564,26/03/2003,NA,64,NA,1
UGA139358,UGA12564,14/03/2004,NA,4.5,NA,1
UGA139359,UGA12564,14/04/2012,NA,6,NA,1.5
UGA139360,UGA12564,29/08/2002,NA,40,NA,1
UGA139361,UGA12564,12/08/2014,NA,8.3,NA,1.83
UGA139362,UGA12564,07/02/2003,NA,NA,NA,1.111111111
UGA139363,UGA12564,04/08/2001,NA,55,NA,1
UGA139365,UGA12564,20/07/2001,NA,0.5,NA,1
UGA139366,UGA12564,20/07/2001,NA,25,NA,1
UGA139367,UGA12564,21/05/2001,NA,52.5,NA,1
UGA139368,UGA12564,28/05/2001,NA,0.5,NA,1
UGA139371,UGA12564,01/08/2014,NA,NA,NA,1.108333333
UGA139372,UGA12564,21/06/2002,NA,0.5,NA,1
UGA139373,UGA12564,12/10/2003,NA,4.5,NA,1
UGA139374,UGA12564,07/03/2003,NA,10.5,NA,1
UGA139375,UGA12564,07/03/2003,NA,58,NA,1
UGA139376,UGA12564,07/03/2003,NA,20,NA,1
UGA139377,UGA12564,07/03/2003,NA,40,NA,1
UGA139378,UGA12564,07/03/2003,NA,0.5,NA,1
UGA139379,UGA12564,07/02/2003,NA,40,NA,1
UGA139380,UGA12564,07/02/2003,NA,0.5,NA,1
UGA139381,UGA12564,07/02/2003,NA,60,NA,1
UGA139382,UGA12564,07/02/2003,NA,50,NA,1
UGA139383,UGA12564,07/02/2003,NA,4.5,NA,1
UGA139384,UGA12564,07/02/2003,NA,40,NA,1
UGA139385,UGA12564,07/02/2003,NA,50,NA,1
UGA139386,UGA12564,08/01/2016,NA,27,NA,1.4
UGA139388,UGA12564,08/01/2016,NA,5,NA,1.1
UGA139389,UGA12564,21/06/2002,NA,3.7,NA,1
UGA139390,UGA12564,30/08/2002,NA,15,NA,1
UGA139391,UGA12564,04/03/2004,NA,52,NA,1
UGA139392,UGA12564,24/03/2003,NA,35,NA,1
UGA139393,UGA12564,16/10/2003,NA,37,NA,2
UGA139394,UGA12564,12/05/2011,NA,0.9,NA,3
UGA139395,UGA12564,18/10/2011,NA,30,NA,2
UGA139397,UGA12564,20/10/2002,NA,2,NA,3
UGA139398,UGA12564,11/10/2003,NA,3,NA,2
UGA139399,UGA12564,18/10/2002,NA,42,NA,3
UGA139400,UGA12564,29/10/2002,NA,15,NA,1
UGA139401,UGA12564,23/10/2002,NA,4.5,NA,1
UGA139402,UGA12564,23/10/2002,NA,15,NA,1
UGA139404,UGA12564,20/10/2002,NA,NA,NA,1
UGA139405,UGA12564,23/10/2002,NA,18.5,NA,2
UGA139406,UGA12564,19/10/2002,NA,7,NA,2
UGA139407,UGA12564,19/10/2002,NA,3,NA,1
UGA139408,UGA12564,19/10/2002,NA,12,NA,1
UGA139409,UGA12564,24/03/2003,NA,50,NA,1
UGA139410,UGA12564,21/06/2002,NA,8.5,NA,1
UGA139411,UGA12564,20/10/2002,NA,25,NA,1
UGA139412,UGA12564,27/03/2005,NA,8,NA,2
UGA139413,UGA12564,31/10/2002,NA,0.5,NA,1
UGA139414,UGA12564,31/10/2002,NA,6,NA,1
UGA139415,UGA12564,31/10/2002,NA,25,NA,1
UGA139416,UGA12564,18/04/2003,NA,66.5,NA,1
UGA139417,UGA12564,22/06/2002,NA,45,NA,1
UGA139418,UGA12564,11/03/2004,NA,50,NA,1
UGA139419,UGA12564,31/10/2002,NA,25,NA,1
UGA139420,UGA12564,31/10/2002,NA,35,NA,1
UGA139421,UGA12564,21/10/2003,NA,50,NA,1
UGA139422,UGA12564,21/10/2002,NA,0.5,NA,1
UGA139423,UGA12564,23/10/2002,NA,25,NA,1
UGA139424,UGA12564,27/03/2005,NA,NA,NA,30.5
UGA139425,UGA12564,22/08/2013,NA,NA,NA,2.025
UGA139426,UGA12564,21/10/2002,NA,NA,NA,7.3
UGA139427,UGA12564,04/08/2001,NA,60.5,NA,1
UGA139428,UGA12564,20/07/2001,NA,25,NA,1
UGA139429,UGA12564,21/05/2001,NA,36,NA,2
UGA139430,UGA12564,21/05/2001,NA,16,NA,2
UGA139431,UGA12564,30/08/2002,NA,0.5,NA,1
UGA139432,UGA12564,01/10/2001,NA,0.5,NA,2
UGA139433,UGA12564,01/03/2004,NA,NA,NA,1
UGA139434,UGA12564,21/10/2003,NA,4,NA,1
UGA139435,UGA12564,21/10/2003,NA,0.5,NA,1
UGA139436,UGA12564,11/03/2004,NA,40,NA,1
UGA139437,UGA12564,19/02/2014,NA,NA,NA,5.196
UGA139438,UGA12564,27/02/2001,NA,9,NA,1
UGA139439,UGA12564,30/08/2002,NA,4,NA,1
UGA139440,UGA12564,30/08/2002,NA,3.5,NA,1
UGA139441,UGA12564,01/10/2001,NA,67.7,NA,5
UGA139442,UGA12564,01/10/2001,NA,67.2,NA,4
UGA139443,UGA12564,01/10/2001,NA,60,NA,1
UGA139444,UGA12564,13/03/2004,NA,30,NA,1
UGA139445,UGA12564,25/03/2003,NA,60,NA,7
UGA139446,UGA12564,09/01/2016,NA,NA,NA,1.166666667
UGA139447,UGA12564,21/06/2002,NA,0.5,NA,1
UGA139448,UGA12564,14/10/2003,NA,27,NA,1
UGA139449,UGA12564,11/03/2004,NA,0.5,NA,1
UGA139450,UGA12564,15/02/2014,NA,1.5,NA,3.6
UGA139451,UGA12564,15/02/2014,NA,8,NA,3.39
UGA139452,UGA12564,07/01/2016,NA,30,NA,2.2
UGA139453,UGA12564,07/08/2014,NA,43,NA,3.11
UGA139454,UGA12564,27/03/2013,NA,30,NA,1
UGA139456,UGA12564,28/03/2013,NA,42,NA,1
UGA139457,UGA12564,30/08/2002,NA,24,NA,1
UGA139458,UGA12564,21/05/2001,NA,NA,NA,1.727272727
UGA139459,UGA12564,10/01/2001,NA,35,NA,1
UGA139460,UGA12564,20/07/2001,NA,51,NA,2
UGA139461,UGA12564,14/03/2004,NA,0.5,NA,1
UGA139462,UGA12564,14/10/2003,NA,0.5,NA,1
UGA139463,UGA12564,11/03/2004,NA,30,NA,1
UGA139464,UGA12564,11/03/2004,NA,30,NA,1
UGA139465,UGA12564,21/06/2002,NA,3.25,NA,1
UGA139466,UGA12564,13/03/2004,NA,20,NA,1
UGA139467,UGA12564,13/03/2004,NA,47,NA,1
UGA139468,UGA12564,21/10/2003,NA,50,NA,1
UGA139469,UGA12564,11/03/2004,NA,0.5,NA,1
UGA139470,UGA12564,12/01/2016,NA,NA,NA,0.9975
UGA139472,UGA12564,19/10/2011,NA,8.5,NA,1
UGA139474,UGA12564,18/10/2002,NA,NA,NA,2
UGA139475,UGA12564,12/10/2003,NA,0.5,NA,1
UGA139476,UGA12564,05/08/2014,NA,2,NA,3.33
UGA139477,UGA12564,21/10/2003,NA,20,NA,1
UGA139478,UGA12564,21/10/2003,NA,50,NA,1
UGA139479,UGA12564,20/07/2001,NA,30,NA,1
UGA139480,UGA12564,21/05/2001,NA,52,NA,2
UGA139481,UGA12564,21/05/2001,NA,11,NA,2
UGA139482,UGA12564,28/05/2001,NA,58,NA,1
UGA139483,UGA12564,27/05/2001,NA,75,NA,1
UGA139484,UGA12564,15/02/2014,NA,16,NA,3.8
UGA139485,UGA12564,13/05/2011,NA,0.5,NA,8
UGA139486,UGA12564,13/05/2011,NA,10,NA,1
UGA139487,UGA12564,14/04/2012,NA,20,NA,15.3
UGA139489,UGA12564,14/05/2011,NA,0.5,NA,3
UGA139491,UGA12564,18/04/2012,NA,3,NA,9
UGA139492,UGA12564,19/10/2011,NA,51,NA,1
UGA139494,UGA12564,14/05/2011,NA,15,NA,3
UGA139495,UGA12564,14/05/2011,NA,30,NA,3
UGA139496,UGA12564,22/06/2002,NA,25,NA,2
UGA139497,UGA12564,25/09/2000,NA,NA,NA,9.8375
UGA139498,UGA12564,18/10/2002,NA,0.5,NA,1
UGA139499,UGA12564,18/10/2002,NA,6.5,NA,5
UGA139500,UGA12564,18/10/2002,NA,27,NA,1
UGA139501,UGA12564,18/10/2002,NA,12,NA,1
UGA139502,UGA12564,18/10/2002,NA,17,NA,2
UGA139503,UGA12564,15/04/2003,NA,37,NA,1
UGA139504,UGA12564,29/10/2002,NA,10,NA,1
UGA139505,UGA12564,21/07/2001,NA,3,NA,1
UGA139506,UGA12564,21/07/2001,NA,21,NA,1
UGA139507,UGA12564,23/10/2002,NA,10.5,NA,1
UGA139508,UGA12564,23/10/2002,NA,15,NA,1
UGA139509,UGA12564,23/06/2003,NA,28,NA,1
UGA139510,UGA12564,20/10/2002,NA,NA,NA,1
UGA139511,UGA12564,20/10/2002,NA,NA,NA,1
UGA139512,UGA12564,14/03/2004,NA,20,NA,1
UGA139513,UGA12564,14/03/2004,NA,10,NA,1
UGA139514,UGA12564,01/11/2002,NA,15,NA,1
UGA139515,UGA12564,01/11/2002,NA,35,NA,1
UGA139516,UGA12564,01/11/2002,NA,5,NA,1
UGA139517,UGA12564,01/11/2002,NA,0.5,NA,1
UGA139518,UGA12564,01/11/2002,NA,25,NA,1
UGA139519,UGA12564,01/11/2002,NA,15,NA,1
UGA139520,UGA12564,01/11/2002,NA,25,NA,1
UGA139521,UGA12564,19/10/2002,NA,0.5,NA,4
UGA139522,UGA12564,20/10/2002,NA,15,NA,1
UGA139523,UGA12564,20/10/2002,NA,4.1,NA,1
UGA139524,UGA12564,27/03/2003,NA,58,NA,1
UGA139526,UGA12564,13/03/2004,NA,0.5,NA,1
UGA139527,UGA12564,22/06/2002,NA,9.2,NA,1
UGA139528,UGA12564,20/10/2002,NA,35,NA,1
UGA139529,UGA12564,20/10/2002,NA,4,NA,1
UGA139530,UGA12564,07/02/2003,NA,67.5,NA,1
UGA139531,UGA12564,22/06/2002,NA,35,NA,1
UGA139532,UGA12564,21/10/2003,NA,0.5,NA,1
UGA139533,UGA12564,30/09/2001,NA,55,NA,1
UGA139534,UGA12564,30/09/2001,NA,12,NA,1
UGA139535,UGA12564,21/10/2002,NA,24,NA,1
UGA139536,UGA12564,25/03/2003,NA,50,NA,1
UGA139537,UGA12564,25/03/2003,NA,40,NA,1
UGA139538,UGA12564,17/04/2003,NA,60,NA,1
UGA139539,UGA12564,17/04/2003,NA,10,NA,1
UGA139540,UGA12564,23/10/2002,NA,9.2,NA,1
UGA139541,UGA12564,23/10/2002,NA,12,NA,1
UGA139542,UGA12564,14/10/2003,NA,NA,NA,1
UGA139544,UGA12564,19/10/2011,NA,20,NA,1
UGA139545,UGA12564,21/05/2001,NA,26,NA,2
